Laglista,Section Number,Section Name,Index,SFS Number,Amendment SFS,Document Name,Notisum Comment,Summary (Så här påverkas vi),Compliance,Link
"Miljö för tjänsteföretag","06","Brandfarliga varor","0150","SFS 2011:338","SFS 2025:980","Plan- och byggförordning (2011:338)","Bestämmelser som ersätter Plan- och byggförordningen (1987:383) och kompletterar Plan- och bygglagen (2010:900). Myndighetsföreskrifter som kompletterar förordningen utfärdas av bl.a. Boverket.","Denna förordning berör de verksamheter som äger en byggnad eller som uppför en byggnad och ställer krav på byggnadsverk, byggprodukter, skriftliga ansökningar m.m.","","https://www.notisum.se/rn/document/?id=20110338"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0160","SFS 2006:985","SFS 2020:238","Lag (2006:985)","Övergripande regler om energideklaration för byggnader. Byggnader ska enligt lagen besiktigas och vissa uppgifter om byggnaders energianvändning och inomhusmiljö ska deklareras i en energideklaration vid försäljning, uthyrning och nybyggnation. Vissa typer av byggnader är undantagna från kravet på energideklaration, bl.a. industrianläggningar, verkstäder, byggnadsminnen och ekonomibyggnader för jordbruk. För byggnader som upplåts med nyttjanderätt och försäljning av byggnader finns också undantag då energideklaration inte behöver göras. En energideklaration ska finnas när en byggnad uppförs och en byggnad säljs. Deklarationen får då inte vara äldre än tio år. En energideklaration som har upprättats före den 1 juli 2012 och som inte är äldre än tio år får användas för att uppfylla skyldigheterna enligt denna lag. Mer detaljerade regler och undantag från skyldigheten att energideklarera byggnader finns i Förordningen (2006:1592) om energideklaration för byggnader och i föreskrifter från Boverket.","Gäller den som äger en byggnad med1. en total användbar golvarea på över 250 kvadratmeter i byggnaden ofta besöks av allmänheten, eller2. byggnaden eller en del av byggnaden upplåts med nyttjanderätt.","","https://www.notisum.se/rn/document/?id=20060985"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0170","SFS 2006:1592","SFS 2022:1164","Förordning (2006:1592)","Bestämmelser som kompletterar Lagen (2006:985) om energideklaration för byggnader. Vissa typer av byggnader är undantagna från kravet på energideklaration, bl.a. industrianläggningar, verkstäder, byggnadsminnen och ekonomibyggnader för jordbruk. För byggnader som upplåts med nyttjanderätt och försäljning av byggnader finns också undantag då energideklaration inte behöver göras.Bl.a. regler om undantag från skyldigheten att energideklarera byggnader, energideklarationer, oberoende experter och överlämnande av energideklarationer och besiktningsprotokoll till Boverket.Myndighetsföreskrifter som kompletterar förordningen utfärdas av Boverket.","Gäller den som äger en byggnad med1. en total användbar golvarea på över 250 kvadratmeter i byggnaden ofta besöks av allmänheten, eller2. byggnaden eller en del av byggnaden upplåts med nyttjanderätt.","","https://www.notisum.se/rn/document/?id=20061592"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0180","SFS 2014:266","","Lag (2014:266)","Stora företag ska göra en energikartläggning senast den 5 december 2015 och sedan vart fjärde år. Lagen genomför EU:s energieffektiviseringsdirektiv. Lagen kompletteras av Förordning (2014:347) om energikartläggning i stora företag.  Stora företag är företag som sysselsätter minst 250 personer och som har en årsomsättning som överstiger 50 miljoner euro eller en balansomslutning som överstiger 43 miljoner euro per år.","Berör de företag som definieras som stora företag.","","https://www.notisum.se/rn/document/?id=20140266"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0190","SFS 2014:347","SFS 2022:1185","Förordning (2014:347)","Bestämmelser som kompletterar Lag (2014:266) om energikartläggning i stora företag. Innehåller regler om omräkning av finansiella belopp, krav på certifiering, krav på oberoende, energikartläggningens innehåll, uppföljning och utvärdering, bemyndigande och överklagande. Energikartläggningen ska göras av en oberoende och certifierad energikartläggare. På Energimyndighetens sajt ska det finnas en förteckning över personer som är certifierade. Energimyndigheten utfärdar föreskrifter som kompletterar förordningen (se STEMFS 2014:2). Enligt 9 § förordningen har Energimyndighetens rätt att inhämta uppgifter för utvärdering och uppföljning. Sådan rapportering ska göras senast 31 mars 2017 elektroniskt via Energimyndighetens e-tjänst för EKL.","Berör de företag som definieras som stora företag.","","https://www.notisum.se/rn/document/?id=20140347"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0200","SFS 1998:808","SFS 2025:1317","Miljöbalk (1998:808)","Miljöbalkens kapitel 15 handlar om AVFALL. Grundläggande regler om avfall, avfallshierarkin, producentansvar, dumpning, nedskräpning och kommunala renhållningsordningar.Kapitlet kompletteras av många förordningar och föreskrifter.","Detta kapitel i miljöbalken innehåller grundläggande regler om avfall och hur det ska hanteras. Den som innehar avfall ska se till att det hanteras på ett hälso- och miljömässigt godtagbart sätt. Kapitlet innehåller även regler kring avseende när avfall upphör att vara avfall. Utöver kraven i 15 kap. ska de allmänna hänsynsreglerna i 2 kap. följas vid all avfallshantering.","","https://www.notisum.se/rn/document/?id=19980808#SFS1998-0808_K15"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0210","SFS 2020:614","SFS 2025:824","Avfallsförordning (2020:614)","Avfallsförordningen innehåller detaljerade regler om hanteringen av avfall och har till syfte att skydda miljön och människors hälsa. Förordningen preciserar bl.a. hur avfall ska klassificeras, sorteras, samlas in, transporteras, förvaras och behandlas. Förordningen beskriver också skyldigheter för verksamheter att anteckna samt rapportera uppgifter om avfall. Notisum har kommentarer för samtliga kapitel i Avfallsförordningen och för samtliga paragrafer i kapitel 2 - 11","Förordningen berör verksamheter som producerar, transporterar, samlar in, behandlar eller mäklar och handlar med avfall. Förordningen innehåller bestämmelser om avfall, avfallets hantering och avfallsförebyggande åtgärder.","","https://www.notisum.se/rn/document/?id=20200614"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0220","NFS 2020:5","","Naturvårdsverkets föreskrifter om antecknings- och rapporteringsskyldighet och lämnande av uppgifter om farligt avfall till avfallsregistretViktiga detaljföreskrifter om antecknings- och rapporteringsskyldighet och lämnande av uppgifter om farligt avfall till det elektroniska avfallsregistret som Naturvårdsverket för och som regleras i nya Avfallsförordningen (2020:614)","Viktiga detaljföreskrifter om antecknings- och rapporteringsskyldighet och lämnande av uppgifter om farligt avfall till det elektroniska avfallsregistret som Naturvårdsverket för och som regleras i nya Avfallsförordningen (2020:614).Här står det vilka uppgifter som ska rapporteras till Naturvårdsverkets avfallsregister.Ungefär 1 miljon företag och verksamheter berörs av föreskriften - oavsett vilken verksamhet som bedrivs lämnar nästan alla ifrån sig någon form av farligt avfall t.ex. elektronik, lysrör och olika kemikalier. De blir därmed anteckningsskyldiga och (fr.o.m. 2020-11-01) skyldiga att rapportera till Naturvårdsverkets nationella avfallsregister. NFS 2020:5 träder i kraft den 1 augusti 2020. Bestämmelsen i 4 § första stycket 5 b ska tillämpas första gången för uppgifter om avfall som behandlas efter utgången av december 2020.","Föreskrifterna berör verksamheter som producerar, transporterar, samlar in, behandlar eller mäklar och handlar med avfall.Vi ska anteckna korrekta uppgifter om farligt avfall och annat avfall.Vi ska lämna uppgifter om behandling av spilloljorVi ska lämna efterfrågade uppgifter till Naturvårdsverkets avfallsregister.","","https://www.notisum.se/rn/document/?id=NFC00005"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0230","NFS 2023:2","","BeteckningNFS 2023:2Naturvårdsverkets föreskrifter om skyldigheter för näringsidkare att lämna uppgi","Naturvårdsverkets regler om skyldigheter för näringsidkare att lämna uppgifter till statistik om uppkommet avfall. Uppgifter till statistik om uppkommet avfall ska på Naturvårdsverkets begäran lämnas till Statistiska centralbyrån (SCB) senast den tredje fredagen i april varje udda år. Träder i kraft den 1 mars 2023.","Dessa föreskrifter berör näringsidkare, vilka på begäran från Naturvårdsverket ska lämna uppgifter till statistik om uppkommet avfall till Statistiska centralbyrån (SCB) senast den tredje fredagen i april varje udda år. Uppgifterna som ska lämnas finns i bilaga till dessa föreskrifter. Uppgifterna ska avse förhållandena under närmast föregående år.","","https://www.notisum.se/rn/document/?id=NFC30002"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0300","(EG) nr 1907/2006","","Miljötillsynsförordningen (2011:13)","Reach är en kemikalielagstiftning som finns i en EU-förordning och ska därför tillämpas direkt av företagen utan att översättas i svenska regler. Reach grundas på principen att det är företagen (tillverkare, importörer och nedströmsanvändare) som bär ansvaret för att de ämnen som de tillverkar, släpper ut på marknaden eller använder inte har några skadliga hälso- och miljöeffekter (omvänd bevisbörda). Det företag som tillverkar eller importerar ett kemiskt ämne till EU måste registrera ämnet hos Europeiska kemikaliemyndigheten (Echa) innan det får släppas ut på marknaden. Kemikalieproducenter ska kontrollera olika ämnen och tillhandahålla säkerhetsinformation om kemikalierna. Vissa av skyldigheterna enligt Reach är en del av arbetsmiljöarbetet och andra ingår i miljöarbetet. Listan över ämnen som kräver tillstånd finns i Bilaga XIV. I bilaga XVII finns ett antal begränsningsregler som bl.a. begränsar användningen av ämnen i vissa varor.Miljötillsynsförordningen (2011:13) reglerar vilka delar av Reach-förordningen som olika myndigheter har tillsyn över. Konsoliderade utgåvor finns.","Denna förordning berör de verksamheter som tillverkar, importerar, säljer och är nedströmsanvändare av kemiska ämnen som släpps ut på marknaden.Nedströmsanvändare är den som använder ett kemiskt ämne i sin yrkesmässiga verksamhet men inte själv tillverkar eller importerar ämnet.Reach-Förordningen innehåller bl.a. regler om registrering, förbud eller restriktioner för ämnen, krav på tillstånd för särskilt farliga ämnen samt regler för att informera kunder.Förordningen innehåller även regler som användare av kemiska produkter måste förhålla sig till.","","https://www.notisum.se/rn/document/?id=306R1907"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0310","(EG) nr 1272/2008","","Beteckning(EG) nr 1272/200832025R1222Europaparlamentets och rådets förordning (EG) nr 1272/2008 av d","CLP-förordningen innehåller bestämmelser om klassificering, märkning och förpackning av kemiska ämnen och blandningar som satts på marknaden efter den 1 juni 2017. Äldre produkter som fortfarande används omfattades av liknande krav. Förordningen kompletterar Reach-systemet inom EU och integrerar FN:s globala harmoniserade system (GHS). Klassificering och märkning ska skötas av tillverkaren eller importören och nedströmsanvändaren kan oftast förlita sig på faroklassning eller indelning i säkerhetsdatabladet. Alla kemikalier ska ha etiketter och förvaras på lämpliga platser i särskild avsedda emballage. Konsoliderade utgåvor finns.","Vi berörs av denna förordning eftersom vi är användare av kemiska ämnen och blandningar.Förpackningar eller andra behållare med en farlig kemisk produkt som vi använder eller lagerhåller ska ha korrekt märkning enligt kraven i denna förordning.Om vi packar om eller häller över en kemisk produkt i en annan förpackning ska den nya förpackningen märkas. Det ska tydligt framgå vad som finns i förpackningen och den ska märkas med produktnamn samt faropiktogram och faro- och skyddsangivelser.","","https://www.notisum.se/rn/document/?id=308R1272"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0320","SFS 1998:808","SFS 2025:1317","Miljöbalk (1998:808)","Miljöbalkens 14 kapitel handlar om KEMISKA PRODUKTER OCH BIOTEKNISKA ORGANISMER. Hantering av kemiska produkter, biotekniska organismer eller varor som innehåller kemikalier kan medföra risker. Ingår i balkens 3:e avd: Särskilda bestämmelser om vissa verksamheter. För verksamheter som är tillstånds- eller anmälningspliktiga enligt 9 och 11-14 kap. miljöbalken finns ett utökat krav på egenkontroll enligt Förordning (1998:901) om verksamhetsutövares egenkontroll.Kapitlet kompletteras av många förordningar och föreskrifter.","Detta kapitel i Miljöbalken berör verksamheter som hanterar kemiska produkter eller biotekniska organismer. Lagen omfattar hantering, införsel, utförsel, registrering anmälan, produktinformation och uppgiftsskyldighet.","","https://www.notisum.se/rn/document/?id=19980808#SFS1998-0808_K14"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0330","KIFS 2017:7","","Förordning (2012:861)","Här finns regler för förvaring av farliga kemiska produkter, anmälan till produktregistret inklusive nanomaterial, tillståndskrav för särskilt farliga produkter, klorerade lösningsmedel, flyktiga organiska föreningar i vissa färger och lacker, kvicksilver och kvicksilverhaltiga varor, formaldehyd i träbaserade skivor, elektrisk och elektronisk utrustning och GMO. Implementerar RoHS 2-direktivet och kompletterar Förordning (2012:861) om farliga ämnen i elektrisk och elektronisk utrustning. Är du tillverkare importör eller distributör av varor? Fr.o.m den 5 januari 2021 måste du lämna information till den nya SCIP-databasen om dina varor innehåller något ämne på kandidatförteckningen (se KIFS 2020:6).KIFS 2017:7 är en föreskrift om kemiska produkter och biotekniska organismer med ungefär samma innehåll som KIFS 2008:2 men en ny indelning av kapitel och bilagor. Nyhet: Registreringskrav för nanomaterial införs i 3 kap. 4 §. Bestämmelser om anteckningsskyldighet vid hantering av kvicksilver samt bestämmelser om undantag från gränsvärdena för tungmetaller i förpackningsmaterial upphävs. Kemikalieinspektionen inför krav på att anmäla PFAS-ämnen till produktregistret (3 kap. 14 § p 12 a som börjar gälla 2019-01-01). KIFS 2008:2 om kemiska produkter och biotekniska organismer upphävs och delas upp i två nya föreskrifter: KIFS 2017:7 om om kemiska produkter och biotekniska organismer och KIFS 2017:8 om leksakers brännbarhet och kemiska egenskaper som träder ikraft den 1 januari 2018. Majoriteten av de bestämmelser som tidigare funnits i 2008:2 överförs till 2017:7. Befintliga bestämmelser om leksakers brännbarhet och kemiska egenskaper bryts ut och får bilda egna föreskrifter, KIFS 2017:8. Bestämmelser om träskyddsbehandlat virke överförs till Kemikalieinspektionens föreskrifter om bekämpningsmedel, KIFS 2008:3.","Dessa föreskrifter berör bland annat de verksamheter som :- förvarar farliga kemiska produkter- som yrkesmässigt tillverkar, eller till Sverige för in, sådana kemiska produkter eller biotekniska organismer som kan hänföras till något av de varuslag som anges i bilaga till förordningen- förpackar, packar om eller ändrar namn på en kemiska produkt utan att ha tillverkat eller fört in den till Sverige- yrkesmässigt tillverkar, eller till Sverige för in vissa kemiska produkter med avsiktligt tillsatt nanomaterial","","https://www.notisum.se/rn/document/?id=KIB70007"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0340","SFS 2008:245","SFS 2025:1122","Förordning (2008:245)","Bestämmelser om kemiska produkter och biotekniska organismer. I produktregistret ska kemiska produkter och biotekniska organismer registreras efter anmälan till Kemikalieinspektionen. Anmälan ska göras av tillverkaren eller importören och vilka produkter som är anmälningspliktiga står i bilagan. Kompletterande föreskrifter utges av bl.a. Kemikalieinspektionen. Det krävs tillstånd att hantera särskilt farliga kemikalier.","Denna förordning berör de verksamheter som yrkesmässigt tillverkar eller för in en kemisk produkt eller bioteknisk organism till Sverige. Förordningen berör även verksamheter som överlåter särskilt farliga kemiska produkter.","","https://www.notisum.se/rn/document/?id=20080245"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0350","SFS 2007:19","SFS 2020:689","Förordning (2007:19)","Förordningen innehåller bestämmelser om kontroll över förekomsten och hanteringen av PCB-produkter samt om inventering, avlägsnande och bortskaffande av PCB-produkter och varor eller utrustning som innehåller eller har förorenats med PCB-produkter. Dessa gör fastighetsägarna skyldiga att inventera och sanera byggnader. PCB och liknande ämnen såsom dioxiner är giftiga och långlivade och innebär särskilda risker för både människans hälsa och vår miljö. Myndighetsföreskrifter som kompletterar förordningen får utfärdas av Naturvårdsverket.Den 30 juni 2014 var sista dag för PCB-sanering av vissa byggnader som byggts eller renoverats under åren 1956–1969 och som innehåller stora mängder PCB i fog- och golvmassor. För industribyggnader och fog- och golvmassor inomhus gällde 30 juni 2016.","Denna förordning berör verksamheter som hanterar PCB-produkter samt som inventerar, avlägsnar och bortskaffar PCB-produkter och varor eller utrustning som innehåller eller har förorenats med PCB-produkter.Vi ska ha rutiner för att efterleva förbud och regler samt säkerställa korrekt hantering och förfarande vid avlägsnande och bortförskaffande av PCB-produkter samt för de undantag som anges.","","https://www.notisum.se/rn/document/?id=20070019"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0400","(EU) nr 573/2024","","Beteckning(EU) nr 573/202432024R0573R(05)Europaparlamentets och rådets förordning (EU) 2024/573 av d","I denna förordning ställs krav på förebyggande av emissioner, läckagekontroll, läckagedetekteringssystem, återvinning och destruktion, begränsning av användning, rapporter från företagen m.m.Genom denna förordning:a) regler fastställs om inneslutning, användning, återvinning, återanvändning, regenerering och destruktion av fluorinnehållandeväxthusgaser och tillhörande kompletterande åtgärder såsom auktorisation och utbildning som inkluderar säker hantering av fluorerade växthusgaser och alternativa icke-fluorerade ämnenb) villkor införs för produktion, import, export, marknadsföring, efterföljande leverans och användning av fluorerade växthusgaser och av specifika produkter och installationer eller utrustning som innehåller fluorerade växthusgaser eller vars funktion är beroende av dessa gaserc) Villkor införs för specifik användning av fluorerade växthusgaserd) kvantitativa restriktioner fastställs för saluföring av fluorkolvätene) regler om rapportering fastställs.Denna förordning gäller för:a) de fluorerade växthusgaser som förtecknas i bilagorna I, II och III, antingen i ren form eller som blandningar, ochb) produkter och installationer eller utrustning, samt delar därav, som innehåller fluorerade växthusgaser, eller vars funktion är beroende av dessa gaser.Avsiktligt utsläpp av fluorerade växthusgaser till atmosfären är förbjudet när utsläppet inte är tekniskt nödvändigt för den avsedda användningen.Kommissionen upprättar och driver ett elektroniskt system för administration av kvotsystemet, krav på import- och exporttillstånd och rapporteringsskyldighet för fluorerade växthusgaser (""F-gasportalen"").Förordning (EU) nr 517/2014 upphävs.Artikel 12 i förordning (EU) nr 517/2014, tillämplig den 10 mars 2024, fortsätter att gälla till och med den 31 december 2024.Artikel 12 angående märkning och produkt-, anläggnings- och utrustningsinformation och artikel 17, mom 5, som handlar om tilldelning av kvoter, gäller från den 1 januari 2025.","Denna förordning berör de verksamheter som säljer eller som använder fluorerade växthusgaser samt även de verksamheter som innehar utrustningar som innehåller sådana gaser.Kraven innebär bl.a. att vi ska förebygga utsläpp och läckage, utföra läckagekontroll, ha register över vår utrustning samt fungerande återvinning.","","https://www.notisum.se/rn/document/?id=CELEX32024R0573"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0410","(EU) nr 590/2024","","Beteckning(EU) nr 590/2024Europaparlamentets och rådets förordning (EU) 2024/590 av den 7 februari 2","I denna förordning fastställs regler om produktion, import, export, utsläppande på marknaden, lagring och vidare leverans av ozonnedbrytande ämnen liksom om deras användning, återvinning, återanvändning, regenerering och destruktion, och om rapportering av uppgifter om dessa ämnen och import, export, utsläppande på marknaden, vidare leverans och användning av produkter och utrustning som innehåller ozonnedbrytande ämnen eller vars funktion är beroende av dessa ämnen.Denna förordning ska tillämpas på a) ozonnedbrytande ämnen som förtecknas i bilagorna I och II och deras isomerer, oavsett om de förekommer ensamma eller finns i blandningar, och b) produkter och utrustning, och delar därav, som innehåller ozonnedbrytande ämnen eller vars funktion är beroende av dessa ämnen.Produktion, utsläppande på marknaden, vidare leverans eller tillhandahållande till en annan person inom unionen, mot betalning eller kostnadsfritt, och användning av ozonnedbrytande ämnen som förtecknas i bilaga I ska vara förbjudet.Import eller export av ozonnedbrytande ämnen som förtecknas i bilaga I ska vara förbjudet.Utsläppande på marknaden, och vidare leverans eller tillhandahållande till en annan person inom unionen mot betalning eller kostnadsfritt, av produkter och utrustning som innehåller ozonnedbrytande ämnen som förtecknas i bilaga I eller vars funktion är beroende av dessa ämnen, ska vara förbjudet.Import eller export av produkter och utrustning som innehåller ozonnedbrytande ämnen som förtecknas i bilaga I eller vars funktion är beroende av dessa ämnen ska vara förbjudet. Detta förbud är inte tillämpligt på personliga tillhörigheter.","Denna förordning berör de som producerar, importerar, exporterar, släpper ut på marknaden, lagrar, levererar , använder, återvinner, regenererar och destuerar ozonnedbrytande ämnen. Den omfattar även de som använder produkter och utrustning som innehåller ozonnedbrytande ämnen eller vars funktion är beroende av dessa ämnen.I förordningen finns bl.a. bestämmelser kring förbud samt undantag från förbud, handel, begränsning av utsläpp, förteckningar, rapportering, efterlevnad och sanktioner.","","https://www.notisum.se/rn/document/?id=CELEX32024R0590"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0420","SFS 2016:1128","SFS 2022:1197","Förordning (2016:1128)","Fluorerade växthusgaser (f-gaser) finns bl.a. i kyl-, luftkonditionerings- och värmepumpsutrustning. Som en följd av att en ny EU-förordning om F-gaser beslutats så har regeringen beslutat om en ny svensk förordning om f-gaser. Den svenska förordningen (2007:846) om fluorerade växthusgaser och ozonnedbrytande ämnen ersätts med två nya förordningar – en om f-gaser (SFS 2016:1128) och en om ozonnedbrytande ämnen (SFS 2016:1129).  Här finns regler om Förbud, Drift- och skötselinstruktioner, Läckagekontroll och begränsning av utsläpp, Återtagande av köldmedium, Register för mobil utrustning, Underrättelse och rapportering till tillsynsmyndigheten, Certifiering för personal och företag, Skötsel av anläggningar, Förutsättningar för att ett certifikat och intyg ska vara giltigt, Organ för ackreditering och certifiering, Undantag, Behörig myndighet, Tillsyn och avgifter.","Denna förordning berör de verksamheter som har fluorerande växthusgaser som köldmedier. Förordningen berör även de verksamheter som utför kontroller, installation och service av utrustning med sådan köldmedia samt de som säljer eller tar hand om köldmedier.","","https://www.notisum.se/rn/document/?id=20161128"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0430","SFS 2016:1129","SFS 2020:656","Förordning (2016:1129)","Det är förbjudet att tillverka, använda, överlåta och saluhålla ozonnedbrytande ämnen. Undantag från förbudet finns i 8-10 §§. Rapportering till Naturvårdsverket ska göras senast den 31 mars varje år. Den svenska förordningen (2007:846) om fluorerade växthusgaser och ozonnedbrytande ämnen ersätts med två nya förordningar – en om f-gaser (SFS 2016:1128) och en om ozonnedbrytande ämnen (SFS 2016:1129). Kompletterar EU-förordningen om ozonnedbrytande ämnen. Förordning 2016:1129 innehåller avsnitt om Förbud, Undantag, Skyldighet att återta köldmedium, Periodiska läckagekontroller av brandskyddsutrustning, Behörig myndighet, Rapportering till Naturvårdsverket, Tillsyn och avgifter","Denna förordning berör de verksamheter använder köldmedier i sina anläggningar, aggregat eller system. Förordningen berör även de verksamheter som tillverkar, levererar, överlåter och saluför köldmedier samt laboratorier som använder ozonnedbrytande ämnen för analysändamål.","","https://www.notisum.se/rn/document/?id=20161129"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0440","BFS 2011:16 - OVK 1","","BeteckningBFS 2011:16 - OVK 1BFS 2025:6 OVK 5Boverkets föreskrifter och allmänna råd om funktionskon","Denna författning innehåller föreskrifter och allmänna råd om undantag från funktionskontroll av ventilationssystem (OVK) samt om intervaller för återkommande besiktning m.m. Dessutom finns här regler kring certifiering av sakkunniga funktionskontrollanter som ska utföra de kontroller som behövs för att verifiera att samhällets krav om skydd med hänsyn till hygien, hälsa och miljön med avseende på luft uppfylls.","Det är byggnadens ägare som ska se till att OVK utförs. Ägaren ska välja en sakkunnig funktionskontrollant, som är certifierad av ett ackrediterat certifieringsorgan. OVK ska göras regelbundet med ett intervall på antingen 3 eller 6 år beroende på ventilation.Funktionskontrollanten ska utfärda ett intyg som visar att besiktningen har gjorts, med datum för besiktningen, resultatet av kontrollen och datumet för nästa besiktning. Byggnadens ägare ska sätta upp intyget på väl synlig plats i byggnaden.Byggnadens ägare ska se till att fel och brister som upptäcks vid OVK åtgärdas omgående.","","https://www.notisum.se/rn/document/?id=BOVB1016"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0450","SFS 2011:318","SFS 2022:1124","Avgasreningslag (2011:318)","Den som äger ett motorfordon ska underhålla och sköta fordonet så att utsläppskraven uppfylls. Utsläppsklasserna regleras i Sverige genom avgasreningslagen (2011:318) för fordon som registreras första gången från den 1 maj 2011. Äldre fordon klassas i miljöklass enligt den upphävda lagen (2001:1080) om motorfordons avgasrening och motorbränslen. Klassningen är i båda fallen kopplad till EU bestämmelserna om avgasutsläpp. Vilken utsläppsklass en bilmodell ska placeras i bestäms av Transportstyrelsen efter en anmälan från biltillverkaren. Lagen (2001:1080) om motorfordons avgasrening och motorbränslen upphävs och ersätts 2011-05-01 av denna Avgasreningslag och Drivmedelslag (2011:319). Mer detaljerade regler finns i Avgasreningsförordning (2011:345).","Denna lag berör verksamheter som äger motorfordon. Vi ska ha fungerande rutiner för att sköta de motorfordon vi äger så att utsläppskraven uppfylls.","","https://www.notisum.se/rn/document/?id=20110318"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0500","SFS 2003:778","SFS 2025:1077","Lag (2003:778)","LSO innehåller övergripande regler om de åtgärder som stat, kommun och enskilda ska vidta till skydd mot olyckor. Bl.a. betonas kommunernas förebyggande verksamhet: kommunen ska för varje mandatperiod anta handlingsprogram enligt lagen. Ägare eller nyttjanderättshavare till byggnader ska tillhandahålla utrustning för släckning av brand. Företag ska underrätta länsstyrelsen, polis och räddningstjänst vid utsläpp av giftiga eller skadliga ämnen. LSO ersätter Räddningstjänstlagen. Mer detaljerade regler finns i Förordning (2003:789) om skydd mot olyckor.","Denna lag berör stat, kommun och enskilda och omfattar bestämmelser kring olyckor som kan orsaka allvarliga skador på människor eller i miljön.Vi ska bl.a. se till att verksamhetens lokaler har utrustning för släckning av brand och livräddning, har fungerande rutiner för att förebygga, hindra eller begränsa skador till följd av brand samt göra riskanalys av eventuella olyckor som kan orsaka allvarliga skador på människor eller miljön.Varje enskild person har skyldighet att varna och tillkalla hjälp om man upptäcker eller på annat sätt får kännedom om en brand eller om en olycka som innebär fara för någons liv eller allvarlig risk för någons hälsa eller för miljön. Detsamma gäller den som får kännedom om att det föreligger en överhängande fara för en brand eller en sådan olycka.","","https://www.notisum.se/rn/document/?id=20030778"
"Miljö för tjänsteföretag","06","Brandfarliga varor","0510","SRVFS 2004:3","","BeteckningSRVFS 2004:3Statens räddningsverks allmänna råd och kommentarer om systematiskt brandskydd","Rekommendationer om systematiskt brandskyddsarbete (SBA) och när det kan finnas behov av skriftlig dokumentation av brandskyddet. I en bilaga ges förslag på vad den skriftliga dokumentationen bör innehålla. Handlar om vilka åtgärder som bör vidtas för att uppfylla de krav som ställs i 2 kapitlet 2 § lagen om skydd mot olyckor. Enligt denna paragraf ska ägare och innehavare av byggnader vidtaga de åtgärder som behövs för att förebygga brand och för att hindra eller begränsa skador till följd av brand.","Dessa allmänna råd och kommentarer om systematiskt brandskyddsarbete berör ägare eller nyttjanderättshavare till byggnader eller andra anläggningar.Vi ska fortlöpande vidta de åtgärder som behövs för att få bort eller minska risken för brand.Vi ska ha gjort en bedömning avseende om brandskyddet för byggnaden och verksamheten är tillfredsställande och att samtliga brandskyddsåtgärder är vägda mot de brandrisker som finns.Det ska inom verksamheten finnas en brandskyddsansvarig med särskilt ansvar för brandskydd och dokumentation. Det är lämpligt att ägare till byggnaden och den som bedriver verksamheten där reder ut vem som ansvarar för vilka delar i brandskyddet och gärna reglerar detta i någon form av avtal.Vi ska ha en skriftlig brandskyddsdokumentation. Fungerande rutiner och tydlig information är viktigt och vi ska på ett organiserat sätt planera, utbilda, öva, dokumentera, kontrollera och följa upp brandskyddsarbetet i byggnaden eller verksamheten.","","https://www.notisum.se/rn/document/?id=SRA04003"
